user_id,own_bm25
1862,"[480014, 1095275, 1028816, 1091365, 8090532]"
1864,"[480014, 965842, 1057260, 1065979, 911614]"
1865,"[480014, 1018339, 935578, 894968, 5570882]"
1866,"[928092, 480014, 1053282, 970160, 1010164]"
1867,"[480014, 1080414, 1139830, 849202, 909249]"
1868,"[480014, 983078, 841228, 998178, 908213]"
1869,"[480014, 1126899, 5580166, 5591538, 5565925]"
1870,"[1070820, 862349, 480014, 914318, 1113780]"
1871,"[480014, 1055425, 8019977, 819840, 1101956]"
1872,"[480014, 1027610, 1102416, 12384779, 891423]"
1873,"[480014, 1135681, 1037840, 949023, 1016800]"
1874,"[480014, 13842088, 1121393, 1016800, 917033]"
1875,"[480014, 6533889, 10351524, 830582, 1082770]"
1877,"[480014, 1075470, 1037417, 12648296, 1013928]"
1879,"[1070803, 1077975, 922561, 480014, 951590]"
1880,"[480014, 9707240, 1028891, 8160319, 1061220]"
1881,"[480014, 852360, 1132198, 1139184, 880469]"
1883,"[480014, 891505, 921345, 1054216, 1035676]"
1884,"[480014, 983267, 820301, 7441210, 1079023]"
1885,"[480014, 6533889, 857697, 1058997, 940631]"
1886,"[480014, 1076467, 882441, 898869, 1135681]"
1887,"[480014, 839346, 1060269, 1039348, 1058997]"
1889,"[480014, 1022848, 1132911, 904813, 1075175]"
1890,"[480014, 1061982, 1003616, 9296804, 1126899]"
1891,"[480014, 1055425, 1132198, 5572828, 1073150]"
1892,"[480014, 6979089, 1093413, 861445, 7167853]"
1893,"[480014, 918684, 1080155, 6534178, 988693]"
1894,"[480014, 1065538, 1032950, 917033, 1031083]"
1895,"[480014, 917033, 1129049, 879734, 883186]"
1896,"[480014, 12263788, 954642, 1037840, 1075368]"
1899,"[480014, 851188, 5568758, 833598, 978313]"
1900,"[480014, 898847, 1116376, 920002, 1037332]"
1901,"[480014, 7431990, 885750, 901711, 1077143]"
1902,"[480014, 1097661, 923670, 1054216, 923967]"
1904,"[480014, 932949, 942475, 896862, 1058997]"
1905,"[480014, 1005456, 917033, 1404121, 928092]"
1906,"[480014, 1114653, 1115800, 1034176, 878445]"
1907,"[480014, 1057260, 1075368, 975938, 943141]"
1909,"[480014, 884333, 5592734, 1076306, 889779]"
1911,"[480014, 970792, 1118033, 5584620, 1058997]"
1912,"[480014, 964327, 865026, 9526730, 1046827]"
1914,"[480014, 5574377, 9802981, 894439, 892573]"
1916,"[480014, 885290, 1070015, 969866, 6979427]"
1917,"[480014, 1010190, 1011645, 950557, 1010164]"
1918,"[480014, 6463710, 7410304, 1044153, 868764]"
1919,"[480014, 920308, 5591627, 1113588, 5995215]"
1920,"[480014, 1019643, 1062128, 833724, 862349]"
1921,"[480014, 954642, 7442056, 971507, 962671]"
1922,"[480014, 5586076, 873550, 826272, 10457044]"
1923,"[480014, 1090017, 1134732, 992986, 6534178]"
1924,"[480014, 965772, 1132956, 983584, 1067695]"
1925,"[480014, 953134, 989830, 1106523, 863632]"
1926,"[480014, 849098, 929751, 5995597, 7410288]"
1927,"[480014, 1025611, 912681, 1112754, 5981074]"
1928,"[480014, 983584, 1010190, 908504, 843744]"
1929,"[480014, 943393, 855672, 896085, 982799]"
1930,"[480014, 1085604, 1122358, 1074223, 846417]"
1931,"[480014, 1048727, 1001148, 1107289, 843464]"
1932,"[480014, 1010190, 10344971, 1076875, 6534178]"
1933,"[480014, 1093413, 7167967, 849843, 989101]"
1935,"[480014, 6533889, 1048889, 1006573, 850944]"
1936,"[480014, 947658, 1085604, 861445, 7431990]"
1937,"[480014, 860890, 1093603, 983936, 1131312]"
1938,"[480014, 8293439, 6533936, 983267, 905436]"
1939,"[480014, 926905, 896085, 1031083, 879876]"
1940,"[480014, 1137304, 1094924, 1096317, 1063739]"
1941,"[480014, 947798, 998206, 1133018, 1075979]"
1942,"[480014, 1110572, 6391381, 5585510, 879755]"
1943,"[480014, 978354, 1097239, 983659, 1030093]"
1944,"[480014, 994223, 880427, 1070820, 1056651]"
1945,"[480014, 1017127, 1006878, 881917, 1071277]"
1946,"[480014, 10344585, 1037332, 1070820, 8090509]"
1947,"[480014, 7462562, 1097635, 845193, 919423]"
1948,"[480014, 916993, 1058997, 6602590, 887962]"
1949,"[480014, 864335, 962229, 1130777, 1093413]"
1950,"[480014, 1131321, 1126895, 921504, 1111118]"
1951,"[480014, 947146, 1040927, 1139493, 852015]"
1952,"[480014, 887962, 995502, 983267, 1031864]"
1953,"[480014, 1059527, 944137, 895268, 1119051]"
1954,"[1084036, 480014, 870420, 1041157, 1019247]"
1955,"[480014, 1063739, 837098, 992870, 822073]"
1956,"[480014, 1126899, 910109, 966684, 970866]"
1957,"[480014, 9245108, 821200, 8177622, 5592734]"
1958,"[480014, 6703789, 938187, 7169034, 9553047]"
1959,"[480014, 866548, 841266, 6544236, 821787]"
1960,"[480014, 839656, 5703832, 862349, 6534178]"
1961,"[480014, 928123, 9297056, 964594, 1031864]"
1962,"[480014, 1076580, 1088147, 1094924, 1112825]"
1963,"[480014, 886996, 5569374, 850807, 935126]"
1964,"[480014, 948420, 862732, 870428, 1013572]"
1965,"[480014, 967661, 6534178, 8090653, 1058997]"
1966,"[480014, 1138631, 820486, 7025106, 1112766]"
1967,"[480014, 1129822, 1031833, 5586658, 5568845]"
1968,"[480014, 891520, 902856, 950557, 1077430]"
1969,"[480014, 873964, 920461, 981874, 7462562]"
1970,"[480014, 918046, 996425, 1108131, 1033615]"
1971,"[480014, 1082212, 1132789, 6534178, 1042942]"
1972,"[480014, 920308, 1042942, 7410014, 929018]"
1975,"[480014, 5574377, 820301, 1092588, 883003]"
1976,"[480014, 1082990, 849202, 1019637, 910473]"
1977,"[480014, 852317, 1034383, 1083721, 1009449]"
1979,"[480014, 888586, 1096792, 1133018, 1069415]"
1980,"[480014, 935993, 8090541, 1129321, 934697]"
1981,"[480014, 1126899, 1082212, 1095275, 7168383]"
1982,"[480014, 5586942, 827806, 6533889, 5582789]"
1983,"[480014, 7168026, 950206, 1082627, 7166865]"
1984,"[843171, 867188, 480014, 995242]"
1985,"[480014, 1057011, 918018, 865511, 1130375]"
1986,"[480014, 7431990, 943362, 899844, 957741]"
1987,[480014]
1988,"[480014, 949023, 1106523, 946995, 397896]"
1989,"[480014, 898847, 948420, 7441419, 866227]"
1990,"[480014, 856942, 1126899, 13007846, 12263788]"
1993,"[480014, 991951, 5591490, 1043787, 989354]"
1994,"[480014, 1091365, 979746, 942475, 1118012]"
1995,"[480014, 823775, 1137507, 7025106, 5566309]"
1996,"[480014, 6034577, 823775, 867469, 1126899]"
1997,"[480014, 991575, 985889, 821083, 858711]"
1998,"[827683, 1053690, 480014, 1133018, 892004]"
1999,"[480014, 9296804, 841365, 1096667, 935968]"
2000,"[480014, 850290, 1106301, 926905, 911319]"
2001,"[480014, 936914, 1126899, 1060269, 920724]"
2002,"[480014, 1069039, 947068, 1016800, 1107661]"
2003,"[480014, 10344585, 1058997, 867547, 978906]"
2004,"[480014, 1055425, 934399, 8177622, 887003]"
2005,"[480014, 889649, 968936, 878302, 895540]"
2006,"[480014, 5574377, 893501, 916993, 5569471]"
2007,"[480014, 1092303, 1064574, 1018339, 1129610]"
2008,"[480014, 936830, 1126899, 5570383, 865511]"
2010,"[480014, 985119, 1033615, 857130, 1008673]"
2011,"[480014, 1007136, 894236, 865174, 893501]"
2012,"[480014, 868645, 972416, 882441, 920308]"
2014,"[480014, 1108131, 969205, 951526, 989075]"
2015,"[480014, 905436, 1044188, 940947, 1048462]"
2016,"[480014, 1088835, 7167249, 9526757, 833723]"
2017,"[480014, 1126899, 983584, 9420336, 5583944]"
2018,"[480014, 1015296, 9835619, 953134, 857130]"
2019,"[480014, 1030093, 1085604, 5568249, 1011300]"
2020,"[480014, 895540, 898847, 900703, 1093413]"
2021,"[480014, 1119454, 1019142, 951590, 871279]"
2022,"[480014, 843689, 906335, 971585, 1060408]"
2023,"[480014, 5569374, 10345155, 7441391, 1012523]"
2024,"[480014, 9934800, 1126899, 840601, 9189814]"
2025,"[480014, 6534178, 6463717, 861272, 991223]"
2026,"[480014, 1095700, 984715, 965331, 828143]"
2027,"[480014, 1116635, 9527158, 819765, 1119051]"
2028,"[480014, 1097661, 8090509, 970619, 895295]"
2029,"[480014, 1047968, 892728, 825749, 848071]"
2030,"[480014, 899580, 968936, 1055425, 883916]"
2031,"[1038745, 1120741, 480014, 1085154, 983078]"
2032,"[480014, 1070820, 1038985, 1060408, 862349]"
2033,"[480014, 6534166, 9242918, 954077, 879528]"
2034,"[480014, 1126899, 849297, 1058997, 6773204]"
2035,"[480014, 1127470, 922847, 998666, 1029624]"
2036,"[480014, 1126899, 919828, 856435, 1060408]"
2037,"[480014, 849843, 1033046, 1029743, 1042942]"
2038,"[480014, 950206, 860248, 1127716, 908988]"
2039,"[480014, 1092264, 6039859, 907392, 1046584]"
2040,"[480014, 1085604, 1112957, 1063207, 1075524]"
2041,"[480014, 1127716, 1074333, 917033, 6395907]"
2042,"[480014, 9655528, 397896, 892004, 8273950]"
2043,"[480014, 894439, 1061220, 1106301, 1019744]"
2044,"[480014, 6034577, 1048068, 1035842, 912137]"
2047,"[480014, 1404121, 1092303, 6534166, 875979]"
2048,"[480014, 958067, 1106523, 855718, 1075368]"
2049,"[480014, 956672, 1013433, 992985, 5584847]"
2050,"[480014, 1058997, 955431, 951590, 1075786]"
2053,"[480014, 9392700, 980657, 821787, 941856]"
2055,"[480014, 997309, 819765, 990984, 1134810]"
2056,"[480014, 1125123, 1043663, 937626, 1106523]"
2057,"[480014, 977798, 976621, 1043494, 896672]"
2058,"[480014, 5584645, 1116050, 1006342, 14106445]"
2059,"[480014, 1031316, 969945, 1126899, 890862]"
2060,"[480014, 986912, 1110572, 1091365, 6534077]"
2061,"[480014, 1046275, 5568509, 942045, 919766]"
2062,"[480014, 845109, 923208, 1106301, 857849]"
2063,"[480014, 1090676, 961447, 885290, 915874]"
2064,"[480014, 1056651, 1006483, 1095275, 962199]"
2065,"[480014, 852015, 1031083, 976621, 8090521]"
2068,"[480014, 1070820, 862349, 921920, 914697]"
2069,"[480014, 935959, 1000753, 969945, 982469]"
2070,"[480014, 834103, 1085604, 878302, 1055863]"
2071,"[480014, 903230, 999971, 959409, 1001475]"
2074,"[480014, 1097239, 7441419, 1012701, 883218]"
2075,"[480014, 982469, 1107973, 1043663, 844023]"
2076,"[480014, 880253, 972191, 895070, 1090017]"
2077,"[480014, 982989, 832001, 9297403, 1131892]"
2078,"[480014, 982469, 1121410, 916990, 6534178]"
2079,"[480014, 819840, 1028816, 908846, 848071]"
2080,"[480014, 1043920, 936792, 1048483, 1100273]"
2082,"[480014, 1023979, 1035843, 12577242, 1012284]"
2083,"[480014, 6533681, 1076608, 1070820, 7410248]"
2084,"[480014, 6534166, 878715, 862349, 852360]"
2085,"[480014, 983795, 1053628, 1101010, 962229]"
2086,"[480014, 1027808, 1107553, 879755, 868764]"
2087,"[480014, 975633, 1037332, 916993, 1013187]"
2088,"[480014, 893501, 9245462, 9245413, 864532]"
2089,"[1126899, 480014, 9575582, 1102829, 12524323]"
2090,"[480014, 845109, 12524174, 9296804, 826067]"
2093,"[480014, 867667, 1006483, 8090521, 6534178]"
2094,"[480014, 916993, 1057260, 1052912, 1098435]"
2095,"[480014, 836393, 6463658, 6533765, 913202]"
2097,"[480014, 6463775, 6463710, 5590613, 5592610]"
2099,"[1010190, 480014, 841266, 6533765, 895540]"
2100,"[480014, 896617, 965331, 944534, 1022003]"
2101,"[480014, 9338009, 819978, 928049, 926905]"
2102,"[480014, 1021519, 1116050, 846550, 1045586]"
2107,"[480014, 5995281, 1018050, 12577242, 1002178]"
2108,"[480014, 8090533, 6533936, 5586076, 6534074]"
2109,"[480014, 1033615, 997796, 942792, 871909]"
2110,"[480014, 1018050, 1009449, 1114811, 1026118]"
2111,"[480014, 1109374, 846334, 1058997, 956813]"
2112,"[480014, 5563693, 1082212, 1126899, 904360]"
2113,"[480014, 889618, 948232, 1039781, 886787]"
2114,"[480014, 986912, 898847, 907099, 1002771]"
2115,"[480014, 1070820, 948086, 1100265, 6534178]"
2116,"[480014, 1122547, 6602590, 12263788, 916993]"
2117,"[480014, 877447, 1116207, 871279, 6534077]"
2119,"[480014, 933609, 1019230, 1116578, 1019883]"
2120,[480014]
2121,"[480014, 1057260, 1006483, 13008321, 977268]"
2122,"[480014, 1075524, 1003616, 841365, 891906]"
2123,"[480014, 920978, 824180, 900112, 866227]"
2124,"[480014, 5587043, 5584645, 5578494, 1109598]"
2125,"[480014, 997309, 899019, 905436, 6534178]"
2126,"[480014, 948495, 1107553, 8090532, 868764]"
2127,"[480014, 8205218, 5572828, 6919433, 1017201]"
2129,"[480014, 1108168, 6534166, 1050851, 981086]"
2130,"[480014, 1106523, 1057350, 1104349, 899682]"
2131,"[480014, 861445, 847207, 935126, 884897]"
2132,"[480014, 1007210, 879506, 879948, 9879409]"
2133,"[480014, 1126899, 904105, 1107661, 1019247]"
2134,"[480014, 1006573, 1051468, 1075827, 6602590]"
2136,"[480014, 1007269, 1047769, 9707498, 6602729]"
2137,"[480014, 920844, 912681, 968936, 1053063]"
2138,"[480014, 1015280, 857697, 882441, 1050741]"
2139,"[480014, 875392, 989409, 1101932, 1106390]"
2140,"[480014, 862349, 843842, 894236, 5565322]"
2141,"[480014, 1120741, 983753, 1070820, 844462]"
2142,"[480014, 6632283, 6704207, 834797, 1007082]"
2144,"[480014, 397896, 1023473, 1071757, 925437]"
2145,"[480014, 997821, 854607, 1001827, 9677366]"
2146,"[480014, 6423911, 1053690, 849870, 1109192]"
2147,"[480014, 906658, 1089392, 1005274, 916758]"
2148,"[480014, 1027808, 932182, 895930, 950894]"
2149,"[480014, 1114811, 6534166, 1018050, 849202]"
2153,"[480014, 13841744, 1058709, 901460, 1092026]"
2154,"[480014, 5569374, 6533362, 6904666, 9526757]"
2156,"[480014, 965982, 833723, 931108, 7409957]"
2158,"[480014, 862349, 6534178, 1104604, 873203]"
2159,"[480014, 1038745, 6533765, 988572, 1042942]"
2160,"[953539, 480014, 999971, 1018174, 12262778]"
2161,"[480014, 6534166, 1126899, 958208, 951176]"
2162,"[480014, 6395907, 9553042, 862535, 969419]"
2165,"[480014, 12263449, 1000736, 826658, 9365871]"
2168,"[480014, 1026094, 834236, 916381, 1120928]"
2170,"[480014, 1037840, 1030093, 930137, 972312]"
2171,"[480014, 983078, 1106073, 864143, 878026]"
2172,"[480014, 1018050, 849202, 989157, 919535]"
2173,"[480014, 13842088, 916990, 1132956, 950030]"
2174,"[480014, 1075368, 850058, 882109, 7440665]"
2175,"[480014, 1079023, 1119761, 1043187, 938596]"
2179,"[480014, 883186, 854261, 1084036, 1111839]"
2181,"[480014, 1082627, 9187298, 1110111, 901776]"
2182,"[480014, 992010, 1033615, 1039287, 1036743]"
2183,"[480014, 6534178, 911409, 862349, 916993]"
2184,"[480014, 1070015, 1073150, 981874, 824193]"
2185,"[480014, 5570882, 7441391, 5568964, 1081479]"
2186,"[480014, 1075368, 1138508, 907308, 1008625]"
2187,"[480014, 863762, 1038663, 1013928, 945456]"
2188,"[480014, 932949, 1106523, 819978, 1133018]"
2189,"[1015280, 480014, 913210, 937626, 1065979]"
2190,"[480014, 12263449, 6534178, 10344971, 1111986]"
2192,"[480014, 1029688, 1117039, 1065538, 1028816]"
2193,"[480014, 6552253, 1070820, 889989, 1055425]"
2194,"[480014, 1062128, 962118, 843111, 1042571]"
2195,"[480014, 1126899, 1036501, 1058997, 874149]"
2196,"[480014, 1027835, 981591, 999104, 889731]"
2197,"[480014, 1056651, 885750, 839243, 7168026]"
2198,"[480014, 9526770, 874736, 13842214, 9189814]"
2199,"[480014, 934172, 906658, 848268, 7025106]"
2200,"[480014, 837339, 825249, 6979485, 1102416]"
2203,"[480014, 882496, 834382, 908846, 917438]"
2204,"[480014, 840011, 893802, 5591038, 907647]"
2206,"[480014, 857697, 1121410, 1029743, 8160319]"
2207,"[480014, 915349, 850795, 986912, 911311]"
2208,"[480014, 1028891, 1095587, 1112825, 908940]"
2209,"[480014, 6534166, 1027874, 885290, 822677]"
2210,"[480014, 1095068, 1108168, 1131438, 848970]"
2211,"[480014, 1126045, 951102, 871433, 1126899]"
2213,"[480014, 9297474, 885356, 1049735, 838258]"
2214,"[480014, 1075524, 6534657, 1112957, 922651]"
2215,"[480014, 1018050, 1112205, 890695, 1077975]"
2216,"[480014, 1070820, 891542, 982360, 821025]"
2217,"[480014, 1092588, 905436, 905340, 5995596]"
2218,"[480014, 873964, 1111230, 846241, 1050079]"
2220,"[480014, 866548, 1067443, 924423, 1107039]"
2221,"[480014, 900610, 1126899, 1058997, 824796]"
2222,"[480014, 1070782, 870780, 1034176, 1075368]"
2223,"[480014, 834103, 1011300, 5572828, 1110572]"
2224,"[480014, 923670, 1007210, 868764, 1008012]"
2225,"[480014, 873887, 856345, 1059891, 8177622]"
2226,"[480014, 822677, 7410215, 13511722, 1027874]"
2227,"[480014, 917033, 1102416, 1044068, 1099164]"
2229,"[480014, 1127716, 965772, 835595, 880427]"
2230,"[480014, 847207, 9333734, 9677949, 855138]"
2231,"[480014, 1126899, 1013433, 5981267, 920109]"
2232,"[480014, 9526757, 868764, 838010, 9526410]"
2233,"[480014, 885463, 906502, 966891, 1134732]"
2234,"[480014, 854754, 915493, 997309, 961620]"
2235,"[480014, 857130, 6534166, 1118623, 12427353]"
2236,"[480014, 921345, 1108429, 919766, 1017838]"
2237,"[480014, 824073, 1051626, 1100265, 878442]"
2238,"[480014, 1109778, 971983, 991379, 856060]"
2240,"[480014, 982469, 1044188, 1106523, 930137]"
2241,"[480014, 1132763, 397896, 849843, 8273833]"
2242,"[480014, 1037840, 878445, 1108429, 1060269]"
2243,"[480014, 1139651, 854920, 1012052, 971922]"
2244,"[480014, 1108131, 834833, 989354, 1111839]"
2245,"[480014, 951102, 825618, 951703, 1082310]"
2247,"[480014, 912681, 1065538, 1072917, 1116376]"
2248,"[480014, 1091520, 1130763, 968992, 850645]"
2250,"[480014, 1085154, 908531, 1048483, 985911]"
2251,"[480014, 970866, 1013433, 1075524, 6534657]"
2252,"[480014, 916767, 871162, 1128900, 1027874]"
2255,"[480014, 8205731, 1026346, 1059763, 985119]"
2256,"[480014, 1404121, 866548, 10198378, 1116578]"
2257,"[1104349, 480014, 1106523, 1116376, 975633]"
2259,"[957741, 7441391, 480014, 1033615, 929433]"
2260,"[480014, 10285187, 1003770, 10285149, 964594]"
2261,"[480014, 926905, 1037840, 940996, 983584]"
2262,"[480014, 1019247, 919589, 989249, 1043095]"
2263,"[480014, 1116207, 6391381, 849843, 8273833]"
2264,"[480014, 1126899, 10457044, 5566472, 964133]"
2266,"[480014, 923789, 990504, 862349, 967476]"
2267,"[480014, 1126899, 923849, 1071277, 907392]"
2268,"[480014, 13115501, 967144, 1125382, 5568964]"
2269,"[480014, 935578, 1106064, 951590, 1092937]"
2270,"[480014, 922561, 831536, 1034290, 1054814]"
2272,"[480014, 953539, 1045586, 1011645, 6773016]"
2273,"[480014, 6979089, 998373, 9296804, 12524174]"
2274,"[480014, 1009449, 1028816, 1101010, 1072523]"
2275,"[480014, 1014206, 951102, 1134483, 951971]"
2276,"[480014, 6979753, 989101, 972569, 839656]"
2277,"[480014, 1097001, 6704207, 882441, 999971]"
2278,"[480014, 6633342, 922127, 1057350, 1153346]"
2279,"[480014, 947658, 5569098, 1009368, 907392]"
2280,"[480014, 1093603, 1082990, 824796, 982469]"
2281,"[480014, 6534077, 5568964, 911915, 831888]"
2282,"[480014, 1028816, 928092, 1051516, 887219]"
2283,"[480014, 988208, 1004909, 913894, 945200]"
2284,"[480014, 975633, 6514160, 7167853, 1051468]"
2285,"[480014, 8293343, 991874, 1059891, 899446]"
2286,"[480014, 1011645, 1070820, 1039549, 950557]"
2287,"[480014, 971922, 1082212, 934369, 914318]"
2288,"[480014, 861445, 1118946, 7464370, 966005]"
2289,"[480014, 842126, 9802643, 1130375, 983000]"
2290,"[480014, 1076467, 885750, 935546, 906262]"
2291,"[480014, 938203, 1111839, 1088835, 953134]"
2292,"[916767, 480014, 1132770, 882441, 1404121]"
2294,"[480014, 1109598, 1075368, 938187, 6944571]"
2295,"[480014, 6533681, 950206, 5591490, 845109]"
2296,"[480014, 1070015, 877498, 928123, 9245108]"
2297,"[480014, 12731544, 857006, 1009449, 5585636]"
2298,"[480014, 1138508, 9469110, 966348, 9333734]"
2299,"[480014, 1091858, 977432, 1107089, 981716]"
2300,"[480014, 913202, 9526563, 1092945, 5995503]"
2301,"[480014, 1057749, 1138292, 8090513, 1013597]"
2302,"[480014, 7466806, 1002459, 901543, 921345]"
2303,"[480014, 975633, 1002771, 6533362, 852572]"
2305,"[480014, 1069039, 919589, 1024032, 926796]"
2307,"[480014, 1124971, 8359154, 5587133, 5585635]"
2308,"[480014, 938203, 953134, 1068292, 856335]"
2309,"[480014, 853354, 879734, 821025, 13095243]"
2310,"[480014, 1077975, 981944, 1070015, 844441]"
2312,"[480014, 874149, 1061982, 1070820, 1007136]"
2313,"[480014, 990984, 1137507, 988736, 860703]"
2314,"[480014, 1048257, 908346, 1093359, 997506]"
2317,"[480014, 1038985, 906658, 944836, 915349]"
2319,"[480014, 937791, 913202, 1060269, 1122268]"
2321,"[480014, 880888, 1108094, 953134, 991379]"
2322,"[480014, 1077975, 6534166, 901656, 1044259]"
2323,"[480014, 6534178, 7431990, 13095243, 5565322]"
2324,"[480014, 967760, 1057260, 938118, 907392]"
2326,"[480014, 1039781, 907128, 6979427, 1121636]"
2328,"[480014, 1082990, 1048257, 958208, 861445]"
2330,"[480014, 924423, 7025114, 8090536, 1002771]"
2331,"[480014, 890695, 988208, 1103105, 881154]"
2332,"[480014, 860248, 5568758, 955012, 821735]"
2333,"[480014, 1116050, 1014860, 1075007, 909349]"
2334,"[480014, 1102416, 892573, 1036501, 1075368]"
2335,"[480014, 830015, 12302069, 953104, 1133827]"
2336,"[480014, 955774, 909396, 1055863, 986760]"
2337,"[480014, 1120741, 1097398, 1067695, 1015539]"
2338,"[480014, 1129321, 1119051, 888835, 1021152]"
2339,"[480014, 937845, 852014, 848971, 9885206]"
2341,"[480014, 1098284, 5995423, 1118393, 899580]"
2342,"[480014, 866548, 7166865, 5587133, 1047076]"
2343,"[480014, 1054216, 6534178, 1099945, 907418]"
2344,"[480014, 1075827, 833351, 879143, 6534035]"
2345,"[480014, 1137346, 1105381, 849505, 1029737]"
2346,"[480014, 978343, 1072693, 916993, 5565784]"
2347,"[480014, 1065538, 1077048, 8090513, 1015280]"
2348,"[861445, 10345155, 480014, 9858748, 9858810]"
2349,"[480014, 7409918, 1116741, 5587837, 5588942]"
2350,"[480014, 935959, 1047968, 824193, 905636]"
2351,"[480014, 1089392, 1048727, 864335, 821083]"
2352,"[480014, 991379, 9802981, 969687, 975633]"
2353,"[480014, 1047769, 12352201, 952593, 972569]"
2354,"[480014, 819643, 1126899, 829645, 5570685]"
2355,"[480014, 1003616, 1121393, 960942, 1053875]"
2357,"[480014, 9575582, 1068651, 884897, 945909]"
2358,"[480014, 1009449, 972931, 1122928, 961979]"
2359,"[480014, 879755, 991951, 878302, 1037894]"
2360,"[480014, 889649, 909714, 5568729, 6534178]"
2361,"[480014, 898121, 1057011, 865511, 1126899]"
2362,"[480014, 5588161, 834797, 1056762, 1074754]"
2363,"[480014, 944137, 1048849, 1081853, 13842214]"
2364,[480014]
2366,"[480014, 1012701, 1026334, 886996, 1066069]"
2367,"[480014, 1135681, 949023, 1009200, 1132763]"
2368,"[480014, 981086, 1107553, 1055155, 947146]"
2369,"[480014, 1093334, 914318, 9245462, 896761]"
2370,"[480014, 6533889, 821787, 1070015, 862349]"
2371,"[480014, 1025650, 1072523, 848071, 855672]"
2372,"[480014, 1013528, 5995596, 863449, 1038985]"
2373,"[480014, 1404121, 1133018]"
2374,"[480014, 1070820, 1127716, 862349, 1073150]"
2375,"[480014, 1036501, 1079023, 910439, 1005935]"
2376,"[480014, 1091365, 6534178, 1005186, 1110843]"
2377,"[480014, 989101, 1055168, 861272, 855310]"
2378,"[480014, 1054402, 9527323, 1129576, 828867]"
2379,"[480014, 1058997, 1059527, 930603, 860248]"
2380,"[480014, 845109, 5590158, 1132770, 951102]"
2381,"[480014, 1011645, 1077143, 895930, 913202]"
2383,"[480014, 851129, 938139, 912137, 5568489]"
2386,"[480014, 930137, 881154, 994868, 1008814]"
2387,"[480014, 917033, 895502, 1099164, 1026209]"
2388,"[480014, 982469, 1071554, 984491, 890455]"
2389,"[480014, 1105623, 9575181, 940726, 1130111]"
2392,"[480014, 1009368, 846764, 956486, 1015280]"
2393,"[480014, 1057260, 982989, 944836, 6391381]"
2394,"[480014, 6534178, 861272, 7167945, 5567502]"
2395,"[480014, 1041157, 958252, 9420312, 938203]"
2396,"[480014, 1082544, 928092, 867188, 1122928]"
2398,"[480014, 1125382, 977481, 1048746, 1047923]"
2399,"[480014, 1086740, 864048, 869195, 840601]"
2400,"[480014, 6534166, 6533765, 1085333, 1138189]"
2401,"[480014, 12524174, 6979089, 912681, 819840]"
2402,"[480014, 1101589, 864335, 1002459, 1129049]"
2404,"[480014, 5668996]"
2405,"[480014, 936914, 1091383, 6602697, 1058021]"
2406,"[480014, 1126899, 1028891, 896085, 910109]"
2407,"[480014, 6533889, 878442, 883940, 1038443]"
2408,"[480014, 946995, 908318, 1033046, 9268695]"
2410,"[480014, 1037840, 1108094, 848356, 1077851]"
2412,"[480014, 1116376, 818980, 844165, 932949]"
2415,"[480014, 894236, 844165, 1101589, 878222]"
2416,"[480014, 1139782, 1034176, 5590158, 910473]"
2418,"[480014, 863664, 1100379, 9245108, 839094]"
2419,"[480014, 860248, 825994, 1002771, 1404121]"
2420,"[480014, 1070015, 973693, 999779, 944534]"
2421,"[480014, 881154, 1021715, 934369, 851468]"
2423,"[480014, 911974, 1056651, 1134810, 1070898]"
2424,"[480014, 1072693, 970792, 908283, 920367]"
2425,"[480014, 1085031, 6534178, 1028891, 1028816]"
2426,"[1058404, 480014, 1043494, 844165, 958208]"
2427,"[480014, 1019011, 875392, 1109374, 938841]"
2430,"[480014, 845193, 881047, 1110572, 9803545]"
2431,"[480014, 1044955, 1071171, 905539, 912681]"
2432,"[480014, 1015974, 1085604, 1101010, 1137387]"
2435,"[480014, 5586642, 1105623, 10198378, 5583944]"
2437,"[480014, 1048257, 862010, 5570383, 895070]"
2438,"[480014, 5703832, 5712216, 919766, 8090556]"
2440,"[480014, 1092937, 971325, 1096727, 911215]"
2441,"[480014, 898121, 908531, 1023958, 995242]"
2442,"[480014, 1126899, 7442180, 1019078, 5580793]"
2445,"[480014, 1107553, 879755, 1082310, 921288]"
2446,"[480014, 1404121, 1044259, 6533889, 1426702]"
2447,"[480014, 916990, 1107553, 868764, 1029112]"
2448,"[480014, 1054402, 7168058, 5568964, 1121694]"
2449,"[480014, 6979803, 1058997, 999391, 1034955]"
2450,"[480014, 872729, 1070820, 900370, 997506]"
2451,"[480014, 1076580, 879635, 917033, 880253]"
2452,"[480014, 985119, 834833, 949023, 1088835]"
2453,"[480014, 928036, 921288, 1136719, 1095275]"
2454,"[1059236, 480014, 969945, 1066893, 1037332]"
2455,"[480014, 983795, 1102416, 1131321, 1009719]"
2456,"[480014, 997506, 7025114, 902856, 1058997]"
2457,"[480014, 938118, 909396, 1076195, 1137775]"
2458,"[480014, 1012913, 986187, 972445, 863506]"
2459,"[480014, 839849, 1031864, 1088835, 6533765]"
2460,"[480014, 9803601, 1082990, 938512, 5569792]"
2461,"[480014, 845868, 1019011, 905459, 879635]"
2462,"[480014, 851146, 834932, 8293343, 925282]"
2464,"[480014, 1404121, 1104349, 850990, 1010164]"
2465,"[480014, 986912, 856252, 10344585, 1052912]"
2466,"[480014, 1006188, 845537, 1059902, 1118598]"
